Date,Open,High,Low,Close,Adj Close,Volume
1983-06-17,0.000000,0.348958,0.343750,0.343750,0.251003,42936000
1983-06-20,0.000000,0.307292,0.302083,0.302083,0.220578,7329600
1983-06-21,0.000000,0.312500,0.302083,0.302083,0.220578,2280000
1983-06-22,0.000000,0.317708,0.312500,0.312500,0.228185,5937600
1983-06-23,0.000000,0.317708,0.312500,0.312500,0.228185,1272000
1983-06-24,0.000000,0.312500,0.307292,0.307292,0.224382,1574400
1983-06-27,0.000000,0.281250,0.270833,0.270833,0.197760,5884800
1983-06-28,0.000000,0.276042,0.270833,0.270833,0.197760,4987200
1983-06-29,0.000000,0.270833,0.265625,0.265625,0.193957,1056000
1983-06-30,0.000000,0.278646,0.270833,0.270833,0.197760,2164800
1983-07-01,0.000000,0.276042,0.270833,0.270833,0.197760,350400
1983-07-05,0.000000,0.270833,0.260417,0.260417,0.190154,576000
1983-07-06,0.000000,0.265625,0.260417,0.260417,0.190154,638400
1983-07-07,0.000000,0.270833,0.265625,0.265625,0.193957,1046400
1983-07-08,0.000000,0.270833,0.260417,0.260417,0.190154,681600
1983-07-11,0.000000,0.270833,0.265625,0.265625,0.193957,729600
1983-07-12,0.000000,0.276042,0.265625,0.265625,0.193957,777600
1983-07-13,0.000000,0.286458,0.276042,0.276042,0.201563,4420800
1983-07-14,0.000000,0.286458,0.278646,0.278646,0.203465,777600
1983-07-15,0.000000,0.286458,0.278646,0.278646,0.203465,897600
1983-07-18,0.000000,0.281250,0.276042,0.276042,0.201563,456000
1983-07-19,0.000000,0.281250,0.270833,0.270833,0.197760,417600
1983-07-20,0.000000,0.273438,0.268229,0.268229,0.195858,484800
1983-07-21,0.000000,0.265625,0.255208,0.255208,0.186350,1156800
1983-07-22,0.000000,0.255208,0.252604,0.252604,0.184449,3038400
1983-07-25,0.000000,0.257813,0.252604,0.252604,0.184449,1401600
1983-07-26,0.000000,0.257813,0.252604,0.252604,0.184449,2697600
1983-07-27,0.000000,0.250000,0.242188,0.242188,0.176843,566400
1983-07-28,0.242188,0.242188,0.242188,0.242188,0.176843,0
1983-07-29,0.000000,0.250000,0.239583,0.239583,0.174941,734400
1983-08-01,0.000000,0.239583,0.234375,0.234375,0.171138,710400
1983-08-02,0.000000,0.239583,0.231771,0.231771,0.169237,225600
1983-08-03,0.000000,0.239583,0.231771,0.231771,0.169237,105600
1983-08-04,0.000000,0.234375,0.223958,0.223958,0.163532,360000
1983-08-05,0.000000,0.226563,0.218750,0.218750,0.159729,417600
1983-08-08,0.000000,0.218750,0.213542,0.213542,0.155926,292800
1983-08-09,0.000000,0.213542,0.205729,0.205729,0.150221,849600
1983-08-10,0.000000,0.213542,0.205729,0.205729,0.150221,700800
1983-08-11,0.000000,0.213542,0.205729,0.205729,0.150221,124800
1983-08-12,0.000000,0.210938,0.205729,0.205729,0.150221,201600
1983-08-15,0.000000,0.210938,0.203125,0.203125,0.148320,585600
1983-08-16,0.000000,0.210938,0.203125,0.203125,0.148320,235200
1983-08-17,0.000000,0.210938,0.203125,0.203125,0.148320,153600
1983-08-18,0.000000,0.197917,0.190104,0.190104,0.138812,715200
1983-08-19,0.000000,0.195313,0.187500,0.187500,0.136911,744000
1983-08-22,0.000000,0.174479,0.166667,0.166667,0.121699,508800
1983-08-23,0.000000,0.171875,0.166667,0.166667,0.121699,523200
1983-08-24,0.000000,0.171875,0.166667,0.166667,0.121699,700800
1983-08-25,0.000000,0.171875,0.164063,0.164063,0.119797,331200
1983-08-26,0.000000,0.171875,0.166667,0.166667,0.121699,643200
1983-08-29,0.000000,0.171875,0.166667,0.166667,0.121699,398400
1983-08-30,0.000000,0.171875,0.166667,0.166667,0.121699,230400
1983-08-31,0.000000,0.179688,0.174479,0.174479,0.127403,1300800
1983-09-01,0.000000,0.192708,0.184896,0.184896,0.135009,2064000
1983-09-02,0.000000,0.203125,0.197917,0.197917,0.144517,1252800
1983-09-06,0.000000,0.205729,0.200521,0.200521,0.146419,868800
1983-09-07,0.000000,0.205729,0.200521,0.200521,0.146419,590400
1983-09-08,0.000000,0.208333,0.203125,0.203125,0.148320,566400
1983-09-09,0.000000,0.208333,0.203125,0.203125,0.148320,331200
1983-09-12,0.000000,0.213542,0.205729,0.205729,0.150221,1516800
1983-09-13,0.000000,0.210938,0.205729,0.205729,0.150221,105600
