Date,Open,High,Low,Close,Adj Close,Volume
2000-10-24,15.781250,16.125000,15.781250,15.937500,8.805509,3443800
2000-10-25,15.937500,16.000000,15.562500,15.656250,8.650121,2413200
2000-10-26,15.656250,16.156250,15.531250,15.906250,8.788242,2656600
2000-10-27,16.000000,16.437500,16.000000,16.437500,9.081765,3200600
2000-10-30,16.437500,17.875000,16.250000,17.468750,9.651531,5737800
2000-10-31,17.468750,17.906250,16.937500,17.531250,9.686060,6645200
2000-11-01,17.531250,17.875000,17.281250,17.375000,9.599734,3343400
2000-11-02,17.375000,17.750000,17.375000,17.406250,9.617000,2362200
2000-11-03,17.406250,17.500000,17.281250,17.406250,9.617000,2074000
2000-11-06,17.406250,18.312500,17.406250,18.093750,9.996850,3228800
2000-11-07,18.093750,18.125000,17.781250,18.062500,9.979584,2537200
2000-11-08,18.062500,18.468750,17.656250,18.218750,10.065908,2546000
2000-11-09,18.218750,18.500000,17.843750,18.281250,10.100444,2848000
2000-11-10,18.187500,18.187500,17.875000,17.875000,9.875983,2756400
2000-11-13,17.875000,18.156250,17.593750,18.093750,9.996850,3065400
2000-11-14,18.093750,18.156250,17.843750,18.031250,9.962314,2271400
2000-11-15,18.031250,18.468750,18.031250,18.343750,10.134971,2835800
2000-11-16,18.343750,18.343750,17.906250,18.156250,10.031377,1835600
2000-11-17,18.218750,18.750000,18.218750,18.468750,10.204035,2597600
2000-11-20,18.468750,18.656250,18.250000,18.593750,10.273097,3128400
2000-11-21,18.593750,19.250000,18.593750,19.125000,10.566616,3665600
2000-11-22,19.093750,19.093750,18.781250,18.906250,10.445756,2131800
2000-11-24,18.906250,19.500000,18.875000,19.437500,10.739272,1485600
2000-11-27,19.437500,19.906250,19.218750,19.843750,10.963724,2942200
2000-11-28,19.625000,19.625000,19.281250,19.500000,10.773805,1821000
2000-11-29,19.500000,20.281250,19.500000,20.062500,11.084584,2852400
2000-11-30,20.062500,20.531250,19.625000,19.656250,10.860131,3984400
2000-12-01,19.750000,20.625000,19.750000,20.343750,11.239976,3003600
2000-12-04,20.375000,21.968750,20.375000,21.656250,11.965137,6023200
2000-12-05,21.656250,22.125000,20.968750,21.687500,11.982404,5893000
2000-12-06,21.343750,21.343750,20.687500,20.781250,11.481697,3086800
2000-12-07,20.781250,21.250000,20.656250,20.781250,11.481697,2262800
2000-12-08,20.781250,21.062500,20.500000,20.812500,11.498957,2792200
2000-12-11,20.812500,21.281250,20.468750,21.187500,11.706151,3065200
2000-12-12,21.187500,21.812500,20.937500,21.187500,11.706151,4090800
2000-12-13,21.187500,21.593750,20.718750,20.843750,11.516225,2747000
2000-12-14,20.468750,20.468750,20.062500,20.343750,11.239976,2137600
2000-12-15,20.375000,20.718750,20.375000,20.406250,11.274507,4576800
2000-12-18,20.406250,21.312500,20.062500,21.156250,11.688880,3673200
2000-12-19,21.156250,21.687500,20.718750,21.437500,11.844276,5395200
2000-12-20,21.437500,21.656250,20.625000,21.531250,11.896077,5809600
2000-12-21,21.531250,22.437500,21.125000,22.375000,12.362248,5965000
2000-12-22,22.375000,23.375000,22.093750,23.312500,12.880213,5743600
2000-12-26,23.312500,23.875000,23.218750,23.875000,13.191005,3715400
2000-12-27,23.781250,23.781250,23.187500,23.750000,13.121935,3737200
2000-12-28,23.750000,23.843750,23.093750,23.812500,13.156471,2558600
2000-12-29,23.812500,23.968750,23.406250,23.656250,13.070148,3051800
2001-01-02,23.625000,23.625000,22.812500,23.156250,12.793889,3285000
2001-01-03,23.156250,23.343750,21.781250,23.250000,12.845686,7564000
2001-01-04,23.250000,24.812500,23.250000,24.343750,13.449989,9149400
2001-01-05,24.250000,24.250000,22.656250,22.937500,12.673024,7057800
2001-01-08,22.937500,23.000000,22.562500,22.875000,12.638494,3752000
2001-01-09,22.875000,22.875000,22.437500,22.843750,12.621227,3836600
